,ACTIVITYESTIMATE,WEEK,POP,AREA,HealthCare_All,HealthCare_Over65,INCOME,TypeA_subH3,TypeA_subH1N1,TypeA,TypeA_subH3N2,TypeA_subU,TypeA_subH1,PrevWeek,NSporadic,NLocalAct,NNoAct,NRegional,NWidespread,Density
14126,Local Activity,2,2723421,219882,75.4000015258789,96.80000305175781,58491,3,208,5,0,2,1,Sporadic,24,16,2,9,0.0,12.385829672278767
14127,Local Activity,3,2723421,219882,75.4000015258789,96.80000305175781,58491,0,251,2,0,2,0,Local Activity,33,10,1,7,0.0,12.385829672278767
14128,Local Activity,4,2723421,219882,75.4000015258789,96.80000305175781,58491,3,219,5,0,0,0,Local Activity,34,9,3,5,0.0,12.385829672278767
14129,Local Activity,5,2723421,219882,75.4000015258789,96.80000305175781,58491,0,259,5,0,0,0,Local Activity,32,10,3,6,0.0,12.385829672278767
14130,Sporadic,6,2723421,219882,75.4000015258789,96.80000305175781,58491,0,210,5,0,0,1,Local Activity,30,11,4,6,0.0,12.385829672278767
14131,Sporadic,7,2723421,219882,75.4000015258789,96.80000305175781,58491,0,220,5,0,0,0,Sporadic,36,9,3,3,0.0,12.385829672278767
14132,Sporadic,8,2723421,219882,75.4000015258789,96.80000305175781,58491,1,293,4,0,0,0,Sporadic,36,8,4,3,0.0,12.385829672278767
14133,Sporadic,9,2723421,219882,75.4000015258789,96.80000305175781,58491,0,274,5,0,0,0,Sporadic,35,8,4,4,0.0,12.385829672278767
14134,Sporadic,10,2723421,219882,75.4000015258789,96.80000305175781,58491,0,314,6,0,0,0,Sporadic,34,6,6,5,0.0,12.385829672278767
14135,Sporadic,11,2723421,219882,75.4000015258789,96.80000305175781,58491,0,234,8,0,0,0,Sporadic,32,8,8,3,0.0,12.385829672278767
14136,No Activity,12,2723421,219882,75.4000015258789,96.80000305175781,58491,1,155,2,0,0,0,Sporadic,32,8,8,3,0.0,12.385829672278767
14137,No Activity,13,2723421,219882,75.4000015258789,96.80000305175781,58491,1,145,1,0,0,0,No Activity,31,7,10,3,0.0,12.385829672278767
14138,No Activity,14,2723421,219882,75.4000015258789,96.80000305175781,58491,1,90,5,0,0,0,No Activity,34,3,11,3,0.0,12.385829672278767
14139,No Activity,15,2723421,219882,75.4000015258789,96.80000305175781,58491,2,42,1,0,0,0,No Activity,39,1,9,2,0.0,12.385829672278767
14140,Sporadic,16,2723421,219882,75.4000015258789,96.80000305175781,58491,2,16,0,0,0,0,No Activity,32,4,15,0,0.0,12.385829672278767
14141,No Activity,17,2723421,219882,75.4000015258789,96.80000305175781,58491,0,13,0,0,0,0,Sporadic,32,2,17,0,0.0,12.385829672278767
14142,No Activity,18,2723421,219882,75.4000015258789,96.80000305175781,58491,1,17,0,0,0,0,No Activity,28,4,19,0,0.0,12.385829672278767
14143,No Activity,19,2723421,219882,75.4000015258789,96.80000305175781,58491,2,5,0,0,0,0,No Activity,24,1,26,0,0.0,12.385829672278767
14144,No Activity,20,2723421,219882,75.4000015258789,96.80000305175781,58491,1,4,0,0,1,0,No Activity,19,1,30,0,0.0,12.385829672278767
14145,Sporadic,41,2775334,219882,75.4000015258789,96.80000305175781,56701,33,12,1,0,0,0,No Activity,20,0,31,0,0.0,12.621924486770176
14146,No Activity,42,2775334,219882,75.4000015258789,96.80000305175781,56701,33,7,1,0,0,0,Sporadic,25,0,26,0,0.0,12.621924486770176
14147,Sporadic,43,2775334,219882,75.4000015258789,96.80000305175781,56701,48,10,3,0,0,0,No Activity,23,2,26,0,0.0,12.621924486770176
14148,Sporadic,44,2775334,219882,75.4000015258789,96.80000305175781,56701,47,10,0,0,0,0,Sporadic,29,1,21,0,0.0,12.621924486770176
14149,Sporadic,45,2775334,219882,75.4000015258789,96.80000305175781,56701,64,11,0,0,0,0,Sporadic,36,3,12,0,0.0,12.621924486770176
14150,Sporadic,46,2775334,219882,75.4000015258789,96.80000305175781,56701,94,16,4,0,0,0,Sporadic,35,4,12,0,0.0,12.621924486770176
14151,Sporadic,47,2775334,219882,75.4000015258789,96.80000305175781,56701,114,10,3,0,0,0,Sporadic,32,7,11,1,0.0,12.621924486770176
14152,Sporadic,48,2775334,219882,75.4000015258789,96.80000305175781,56701,130,31,3,0,0,0,Sporadic,32,11,7,1,0.0,12.621924486770176
14153,Local Activity,49,2775334,219882,75.4000015258789,96.80000305175781,56701,282,36,3,0,0,0,Sporadic,30,12,6,3,0.0,12.621924486770176
14154,Sporadic,50,2775334,219882,75.4000015258789,96.80000305175781,56701,404,74,18,0,0,0,Local Activity,22,20,5,4,0.0,12.621924486770176
14155,Sporadic,51,2775334,219882,75.4000015258789,96.80000305175781,56701,612,88,20,0,0,0,Sporadic,29,7,1,13,0.6931471805599453,12.621924486770176
14156,Sporadic,52,2775334,219882,75.4000015258789,96.80000305175781,56701,794,185,23,0,0,0,Sporadic,24,9,0,13,1.791759469228055,12.621924486770176
14157,Sporadic,1,2775334,219882,75.4000015258789,96.80000305175781,56701,850,318,24,0,0,0,Sporadic,15,12,0,16,2.1972245773362196,12.621924486770176
14158,Local Activity,2,2775334,219882,75.4000015258789,96.80000305175781,56701,926,500,20,0,0,0,Sporadic,6,17,0,17,2.4849066497880004,12.621924486770176
14159,Sporadic,3,2775334,219882,75.4000015258789,96.80000305175781,56701,1112,742,16,0,0,0,Local Activity,5,13,0,16,2.8903717578961645,12.621924486770176
14160,Sporadic,4,2775334,219882,75.4000015258789,96.80000305175781,56701,1156,964,27,0,0,0,Sporadic,4,5,0,17,3.258096538021482,12.621924486770176
14161,Sporadic,5,2775334,219882,75.4000015258789,96.80000305175781,56701,1138,1073,41,0,0,0,Sporadic,4,2,0,15,3.4339872044851463,12.621924486770176
14162,Regional,6,2775334,219882,75.4000015258789,96.80000305175781,56701,1167,1119,26,0,0,0,Sporadic,4,1,0,9,3.6375861597263857,12.621924486770176
14163,Regional,7,2775334,219882,75.4000015258789,96.80000305175781,56701,1245,1248,39,0,0,0,Regional,3,1,0,9,3.6635616461296463,12.621924486770176
14164,Regional,8,2775334,219882,75.4000015258789,96.80000305175781,56701,1016,1017,34,0,0,0,Regional,2,1,0,4,3.8066624897703196,12.621924486770176
14165,Local Activity,9,2775334,219882,75.4000015258789,96.80000305175781,56701,852,818,17,0,0,0,Regional,0,2,0,5,3.8066624897703196,12.621924486770176
14166,Local Activity,10,2775334,219882,75.4000015258789,96.80000305175781,56701,767,611,26,0,0,0,Local Activity,0,3,0,9,3.6888794541139363,12.621924486770176
14167,Local Activity,11,2775334,219882,75.4000015258789,96.80000305175781,56701,541,377,16,0,0,0,Local Activity,1,4,0,15,3.4657359027997265,12.621924486770176
14168,Local Activity,12,2775334,219882,75.4000015258789,96.80000305175781,56701,374,214,11,0,0,0,Local Activity,3,8,0,22,2.9444389791664403,12.621924486770176
14169,Local Activity,13,2775334,219882,75.4000015258789,96.80000305175781,56701,248,147,11,0,0,0,Local Activity,6,13,0,22,2.3978952727983707,12.621924486770176
14170,Local Activity,14,2775334,219882,75.4000015258789,96.80000305175781,56701,197,71,5,0,0,0,Local Activity,11,20,0,17,1.3862943611198906,12.621924486770176
14171,Local Activity,15,2775334,219882,75.4000015258789,96.80000305175781,56701,127,32,1,0,0,0,Local Activity,16,24,0,9,1.0986122886681098,12.621924486770176
14172,Sporadic,16,2775334,219882,75.4000015258789,96.80000305175781,56701,54,21,6,0,0,0,Local Activity,25,20,1,5,0.0,12.621924486770176
14173,No Activity,17,2775334,219882,75.4000015258789,96.80000305175781,56701,24,7,2,0,0,0,Sporadic,32,11,4,4,0.0,12.621924486770176
14174,No Activity,18,2775334,219882,75.4000015258789,96.80000305175781,56701,22,10,2,0,0,0,No Activity,33,8,8,2,0.0,12.621924486770176
14175,No Activity,19,2775334,219882,75.4000015258789,96.80000305175781,56701,8,2,0,0,0,0,No Activity,34,2,14,1,0.0,12.621924486770176
14176,No Activity,20,2775334,219882,75.4000015258789,96.80000305175781,56701,6,0,1,0,0,0,No Activity,27,0,24,0,0.0,12.621924486770176
14177,No Activity,41,2814216,219882,75.4000015258789,96.80000305175781,55493,9,0,0,0,0,0,No Activity,21,0,30,0,0.0,12.798755696237073
14178,No Activity,42,2814216,219882,75.4000015258789,96.80000305175781,55493,10,2,1,0,0,0,No Activity,19,0,32,0,0.0,12.798755696237073
14179,No Activity,43,2814216,219882,75.4000015258789,96.80000305175781,55493,12,0,2,0,0,0,No Activity,19,0,32,0,0.0,12.798755696237073
14180,Sporadic,44,2814216,219882,75.4000015258789,96.80000305175781,55493,15,1,2,0,0,0,No Activity,21,0,30,0,0.0,12.798755696237073
14181,Sporadic,45,2814216,219882,75.4000015258789,96.80000305175781,55493,14,0,0,0,0,0,Sporadic,26,1,24,0,0.0,12.798755696237073
14182,Sporadic,46,2814216,219882,75.4000015258789,96.80000305175781,55493,14,0,5,0,0,0,Sporadic,24,0,27,0,0.0,12.798755696237073
14183,Sporadic,47,2814216,219882,75.4000015258789,96.80000305175781,55493,22,1,0,0,0,0,Sporadic,27,0,24,0,0.0,12.798755696237073
14184,Sporadic,48,2814216,219882,75.4000015258789,96.80000305175781,55493,26,2,1,0,0,0,Sporadic,29,1,21,0,0.0,12.798755696237073
14185,Sporadic,49,2814216,219882,75.4000015258789,96.80000305175781,55493,37,2,0,0,0,0,Sporadic,31,1,19,0,0.0,12.798755696237073
14186,Sporadic,50,2814216,219882,75.4000015258789,96.80000305175781,55493,71,4,0,0,0,0,Sporadic,32,3,16,0,0.0,12.798755696237073
14187,Sporadic,51,2814216,219882,75.4000015258789,96.80000305175781,55493,96,5,0,0,0,0,Sporadic,37,2,12,0,0.0,12.798755696237073
14188,Sporadic,52,2814216,219882,75.4000015258789,96.80000305175781,55493,93,4,0,0,0,0,Sporadic,37,2,11,1,0.0,12.798755696237073
14189,Sporadic,1,2814216,219882,75.4000015258789,96.80000305175781,55493,98,13,1,0,0,0,Sporadic,40,4,6,1,0.0,12.798755696237073
14190,Sporadic,2,2814216,219882,75.4000015258789,96.80000305175781,55493,135,21,4,0,0,0,Sporadic,37,7,5,2,0.0,12.798755696237073
14191,Sporadic,3,2814216,219882,75.4000015258789,96.80000305175781,55493,181,42,7,0,0,0,Sporadic,38,8,3,1,0.0,12.798755696237073
14192,Sporadic,4,2814216,219882,75.4000015258789,96.80000305175781,55493,245,67,5,0,0,0,Sporadic,35,8,3,4,0.0,12.798755696237073
14193,Regional,5,2814216,219882,75.4000015258789,96.80000305175781,55493,335,97,4,0,0,0,Sporadic,31,13,1,6,0.0,12.798755696237073
14194,Regional,6,2814216,219882,75.4000015258789,96.80000305175781,55493,385,141,0,0,0,0,Regional,28,12,1,9,0.6931471805599453,12.798755696237073
14195,Regional,7,2814216,219882,75.4000015258789,96.80000305175781,55493,459,172,26,0,0,0,Regional,21,17,0,12,0.6931471805599453,12.798755696237073
14196,Regional,8,2814216,219882,75.4000015258789,96.80000305175781,55493,629,220,22,0,0,0,Regional,16,20,0,13,1.0986122886681098,12.798755696237073
14197,Regional,9,2814216,219882,75.4000015258789,96.80000305175781,55493,908,337,18,0,0,0,Regional,13,13,0,18,2.0794415416798357,12.798755696237073
14198,Regional,10,2814216,219882,75.4000015258789,96.80000305175781,55493,1134,376,39,0,0,0,Regional,9,11,0,22,2.302585092994046,12.798755696237073
14199,Widespread,11,2814216,219882,75.4000015258789,96.80000305175781,55493,1261,467,38,0,0,0,Regional,11,3,0,22,2.772588722239781,12.798755696237073
14200,Regional,12,2814216,219882,75.4000015258789,96.80000305175781,55493,960,357,29,0,0,0,Widespread,9,2,0,20,3.044522437723423,12.798755696237073
14201,Regional,13,2814216,219882,75.4000015258789,96.80000305175781,55493,609,213,12,0,0,0,Regional,5,9,0,21,2.833213344056216,12.798755696237073
14202,Local Activity,14,2814216,219882,75.4000015258789,96.80000305175781,55493,539,199,19,0,0,0,Regional,9,13,0,19,2.3978952727983707,12.798755696237073
14203,Local Activity,15,2814216,219882,75.4000015258789,96.80000305175781,55493,510,139,17,0,0,0,Local Activity,12,20,0,9,2.3978952727983707,12.798755696237073
14204,Local Activity,16,2814216,219882,75.4000015258789,96.80000305175781,55493,482,85,13,0,0,0,Local Activity,19,17,0,9,1.9459101490553132,12.798755696237073
14205,Sporadic,17,2814216,219882,75.4000015258789,96.80000305175781,55493,316,52,8,0,0,0,Local Activity,22,14,1,10,1.6094379124341003,12.798755696237073
14206,Sporadic,18,2814216,219882,75.4000015258789,96.80000305175781,55493,279,43,4,0,0,0,Sporadic,28,12,0,9,1.0986122886681098,12.798755696237073
14207,Sporadic,19,2814216,219882,75.4000015258789,96.80000305175781,55493,211,21,3,0,0,0,Sporadic,29,12,0,8,1.0986122886681098,12.798755696237073
14208,Sporadic,20,2814216,219882,75.4000015258789,96.80000305175781,55493,144,19,4,0,0,0,Sporadic,31,11,3,4,0.6931471805599453,12.798755696237073
14209,Sporadic,41,2853467,219882,75.4000015258789,96.80000305175781,58341,62,6,0,0,0,0,Sporadic,31,1,18,0,0.0,12.977265078542127
14210,No Activity,42,2853467,219882,75.4000015258789,96.80000305175781,58341,121,3,3,0,0,0,Sporadic,34,1,16,0,0.0,12.977265078542127
14211,No Activity,43,2853467,219882,75.4000015258789,96.80000305175781,58341,146,2,0,0,0,0,No Activity,35,3,13,0,0.0,12.977265078542127
14212,No Activity,44,2853467,219882,75.4000015258789,96.80000305175781,58341,172,3,2,0,0,0,No Activity,34,5,12,0,0.0,12.977265078542127
14213,Sporadic,45,2853467,219882,75.4000015258789,96.80000305175781,58341,259,4,4,0,0,0,No Activity,33,8,8,1,0.0,12.977265078542127
14214,Sporadic,46,2853467,219882,75.4000015258789,96.80000305175781,58341,368,8,2,2,0,0,Sporadic,33,8,5,4,0.0,12.977265078542127
14215,Local Activity,47,2853467,219882,75.4000015258789,96.80000305175781,58341,530,4,6,0,0,0,Sporadic,32,8,3,6,0.6931471805599453,12.977265078542127
14216,Regional,48,2853467,219882,75.4000015258789,96.80000305175781,58341,910,17,12,0,0,0,Local Activity,20,19,1,7,1.6094379124341003,12.977265078542127
14217,Widespread,49,2853467,219882,75.4000015258789,96.80000305175781,58341,1596,34,16,0,0,0,Regional,13,15,0,15,2.1972245773362196,12.977265078542127
14218,Widespread,50,2853467,219882,75.4000015258789,96.80000305175781,58341,2366,34,16,0,0,0,Widespread,3,12,0,17,2.9444389791664403,12.977265078542127
14219,Widespread,51,2853467,219882,75.4000015258789,96.80000305175781,58341,3110,49,18,0,0,0,Widespread,4,6,0,12,3.4011973816621555,12.977265078542127
14220,Widespread,52,2853467,219882,75.4000015258789,96.80000305175781,58341,3148,72,42,0,0,0,Widespread,2,3,0,14,3.4657359027997265,12.977265078542127
14221,Widespread,1,2853467,219882,75.4000015258789,96.80000305175781,58341,2911,72,43,0,0,0,Widespread,1,2,0,7,3.7376696182833684,12.977265078542127
14222,Widespread,2,2853467,219882,75.4000015258789,96.80000305175781,58341,3126,100,56,0,0,0,Widespread,1,1,0,2,3.871201010907891,12.977265078542127
14223,Widespread,3,2853467,219882,75.4000015258789,96.80000305175781,58341,2374,86,54,0,0,0,Widespread,0,1,0,2,3.8918202981106265,12.977265078542127
14224,Widespread,4,2853467,219882,75.4000015258789,96.80000305175781,58341,1864,102,35,0,0,0,Widespread,0,2,0,2,3.871201010907891,12.977265078542127
14225,Widespread,5,2853467,219882,75.4000015258789,96.80000305175781,58341,1443,108,30,0,0,0,Widespread,0,2,0,7,3.7612001156935624,12.977265078542127
14226,Widespread,6,2853467,219882,75.4000015258789,96.80000305175781,58341,897,86,17,0,0,0,Widespread,1,3,0,9,3.6635616461296463,12.977265078542127
14227,Regional,7,2853467,219882,75.4000015258789,96.80000305175781,58341,655,60,11,0,0,0,Widespread,1,5,0,14,3.4657359027997265,12.977265078542127
14228,Regional,8,2853467,219882,75.4000015258789,96.80000305175781,58341,431,58,6,0,0,0,Regional,1,7,0,21,3.1354942159291497,12.977265078542127
14229,Regional,9,2853467,219882,75.4000015258789,96.80000305175781,58341,344,45,4,0,0,0,Regional,3,8,0,28,2.5649493574615367,12.977265078542127
14230,Regional,10,2853467,219882,75.4000015258789,96.80000305175781,58341,259,43,5,0,0,0,Regional,4,14,0,24,2.302585092994046,12.977265078542127
14231,Regional,11,2853467,219882,75.4000015258789,96.80000305175781,58341,167,37,1,0,0,0,Regional,6,17,0,19,2.1972245773362196,12.977265078542127
14232,Sporadic,12,2853467,219882,75.4000015258789,96.80000305175781,58341,137,29,2,0,0,0,Regional,8,27,0,8,2.0794415416798357,12.977265078542127
14233,Sporadic,13,2853467,219882,75.4000015258789,96.80000305175781,58341,94,33,1,0,0,0,Sporadic,12,24,1,8,1.9459101490553132,12.977265078542127
14234,Sporadic,14,2853467,219882,75.4000015258789,96.80000305175781,58341,104,26,0,0,0,0,Sporadic,12,27,1,7,1.6094379124341003,12.977265078542127
14235,Sporadic,15,2853467,219882,75.4000015258789,96.80000305175781,58341,55,40,1,0,0,0,Sporadic,24,15,1,7,1.6094379124341003,12.977265078542127
14236,Sporadic,16,2853467,219882,75.4000015258789,96.80000305175781,58341,62,28,0,0,0,0,Sporadic,34,8,0,6,1.3862943611198906,12.977265078542127
14237,No Activity,17,2853467,219882,75.4000015258789,96.80000305175781,58341,51,31,2,0,0,0,Sporadic,36,8,1,3,1.3862943611198906,12.977265078542127
14238,No Activity,18,2853467,219882,75.4000015258789,96.80000305175781,58341,51,17,3,0,0,0,No Activity,36,6,5,3,0.0,12.977265078542127
14239,Sporadic,19,2853467,219882,75.4000015258789,96.80000305175781,58341,33,12,1,0,0,0,No Activity,38,3,5,5,0.0,12.977265078542127
14240,No Activity,20,2853467,219882,75.4000015258789,96.80000305175781,58341,22,11,0,0,0,0,Sporadic,35,2,12,1,0.0,12.977265078542127
14241,Sporadic,41,2897927,219882,75.4000015258789,96.80000305175781,62967,20,53,1,0,0,0,Sporadic,50,6,44,0,0.0,13.179464440017828
14242,Sporadic,41,2897927,219882,75.4000015258789,96.80000305175781,61047,20,53,1,0,0,0,Sporadic,50,6,44,0,0.0,13.179464440017828
14243,Sporadic,42,2897927,219882,75.4000015258789,96.80000305175781,62967,15,48,1,0,0,0,Sporadic,55,6,41,0,0.0,13.179464440017828
14244,Sporadic,42,2897927,219882,75.4000015258789,96.80000305175781,61047,15,48,1,0,0,0,Sporadic,55,6,41,0,0.0,13.179464440017828
14245,Sporadic,43,2897927,219882,75.4000015258789,96.80000305175781,62967,16,69,0,0,0,0,Sporadic,58,7,34,1,0.0,13.179464440017828
14246,Sporadic,43,2897927,219882,75.4000015258789,96.80000305175781,61047,16,69,0,0,0,0,Sporadic,58,7,34,1,0.0,13.179464440017828
14247,Sporadic,44,2897927,219882,75.4000015258789,96.80000305175781,62967,22,79,4,0,0,0,Sporadic,68,10,25,3,0.0,13.179464440017828
14248,Sporadic,44,2897927,219882,75.4000015258789,96.80000305175781,61047,22,79,4,0,0,0,Sporadic,68,10,25,3,0.0,13.179464440017828
14249,Sporadic,45,2897927,219882,75.4000015258789,96.80000305175781,62967,23,135,0,0,0,0,Sporadic,71,12,16,3,0.0,13.179464440017828
14250,Sporadic,45,2897927,219882,75.4000015258789,96.80000305175781,61047,23,135,0,0,0,0,Sporadic,71,12,16,3,0.0,13.179464440017828
14251,Sporadic,46,2897927,219882,75.4000015258789,96.80000305175781,62967,17,230,5,0,0,0,Sporadic,71,17,9,5,0.0,13.179464440017828
14252,Sporadic,46,2897927,219882,75.4000015258789,96.80000305175781,61047,17,230,5,0,0,0,Sporadic,71,17,9,5,0.0,13.179464440017828
14253,Regional,47,2897927,219882,75.4000015258789,96.80000305175781,62967,14,357,1,0,0,0,Sporadic,68,19,5,10,0.0,13.179464440017828
14254,Regional,47,2897927,219882,75.4000015258789,96.80000305175781,61047,14,357,1,0,0,0,Regional,68,19,5,10,0.0,13.179464440017828
14255,Regional,48,2897927,219882,75.4000015258789,96.80000305175781,62967,24,378,1,0,0,0,Regional,61,23,3,15,0.0,13.179464440017828
14256,Regional,48,2897927,219882,75.4000015258789,96.80000305175781,61047,24,378,1,0,0,0,Regional,61,23,3,15,0.0,13.179464440017828
14257,Regional,49,2897927,219882,75.4000015258789,96.80000305175781,62967,26,791,4,0,0,0,Regional,45,31,3,23,0.0,13.179464440017828
14258,Regional,49,2897927,219882,75.4000015258789,96.80000305175781,61047,26,791,4,0,0,0,Regional,45,31,3,23,0.0,13.179464440017828
14259,Regional,50,2897927,219882,75.4000015258789,96.80000305175781,62967,48,1025,5,0,0,0,Regional,26,35,3,34,1.6094379124341003,13.179464440017828
14260,Regional,50,2897927,219882,75.4000015258789,96.80000305175781,61047,48,1025,5,0,0,0,Regional,26,35,3,34,1.6094379124341003,13.179464440017828
14261,Regional,51,2897927,219882,75.4000015258789,96.80000305175781,62967,38,1543,16,0,0,0,Regional,14,29,1,43,2.772588722239781,13.179464440017828
