,ACTIVITYESTIMATE,WEEK,POP,AREA,HealthCare_All,HealthCare_Over65,INCOME,TypeA_subH3,TypeA_subH1N1,TypeA,TypeA_subH3N2,TypeA_subU,TypeA_subH1,PrevWeek,NSporadic,NLocalAct,NNoAct,NRegional,NWidespread,Density
13948,Regional,3,26489464,695662,86.0999984741211,98.19999694824219,53027,98,2476,24,0,0,0,Widespread,2,2,0,17,4.406719247264253,38.07806664730861
13949,Regional,3,26489464,695662,86.0999984741211,98.19999694824219,51406,98,2476,24,0,0,0,Regional,2,2,0,17,4.406719247264253,38.07806664730861
13950,Regional,4,26489464,695662,86.0999984741211,98.19999694824219,53027,114,2048,41,0,0,0,Regional,2,3,0,18,4.382026634673881,38.07806664730861
13951,Regional,4,26489464,695662,86.0999984741211,98.19999694824219,51406,114,2048,41,0,0,0,Regional,2,3,0,18,4.382026634673881,38.07806664730861
13952,Regional,5,26489464,695662,86.0999984741211,98.19999694824219,53027,79,1466,31,0,0,0,Regional,2,5,0,29,4.204692619390966,38.07806664730861
13953,Regional,5,26489464,695662,86.0999984741211,98.19999694824219,51406,79,1466,31,0,0,0,Regional,2,5,0,29,4.204692619390966,38.07806664730861
13954,Regional,6,26489464,695662,86.0999984741211,98.19999694824219,53027,109,1244,10,0,0,0,Regional,2,9,0,39,3.970291913552122,38.07806664730861
13955,Regional,6,26489464,695662,86.0999984741211,98.19999694824219,51406,109,1244,10,0,0,0,Regional,2,9,0,39,3.970291913552122,38.07806664730861
13956,Regional,7,26489464,695662,86.0999984741211,98.19999694824219,53027,76,852,14,0,0,0,Regional,3,16,0,42,3.7376696182833684,38.07806664730861
13957,Regional,7,26489464,695662,86.0999984741211,98.19999694824219,51406,76,852,14,0,0,0,Regional,3,16,0,42,3.7376696182833684,38.07806664730861
13958,Regional,8,26489464,695662,86.0999984741211,98.19999694824219,53027,68,655,13,0,0,0,Regional,6,26,0,43,3.332204510175204,38.07806664730861
13959,Regional,8,26489464,695662,86.0999984741211,98.19999694824219,51406,68,655,13,0,0,0,Regional,6,26,0,43,3.332204510175204,38.07806664730861
13960,Regional,9,26489464,695662,86.0999984741211,98.19999694824219,53027,75,465,15,0,0,0,Regional,8,43,0,33,2.9444389791664403,38.07806664730861
13961,Regional,9,26489464,695662,86.0999984741211,98.19999694824219,51406,75,465,15,0,0,0,Regional,8,43,0,33,2.9444389791664403,38.07806664730861
13962,Regional,10,26489464,695662,86.0999984741211,98.19999694824219,53027,85,318,7,0,0,0,Regional,17,47,0,24,2.5649493574615367,38.07806664730861
13963,Regional,10,26489464,695662,86.0999984741211,98.19999694824219,51406,85,318,7,0,0,0,Regional,17,47,0,24,2.5649493574615367,38.07806664730861
13964,Local Activity,11,26489464,695662,86.0999984741211,98.19999694824219,53027,111,277,4,0,0,0,Regional,31,42,0,21,2.1972245773362196,38.07806664730861
13965,Local Activity,11,26489464,695662,86.0999984741211,98.19999694824219,51406,111,277,4,0,0,0,Local Activity,31,42,0,21,2.1972245773362196,38.07806664730861
13966,Local Activity,12,26489464,695662,86.0999984741211,98.19999694824219,53027,131,158,10,0,0,0,Local Activity,40,38,0,16,2.1972245773362196,38.07806664730861
13967,Local Activity,12,26489464,695662,86.0999984741211,98.19999694824219,51406,131,158,10,0,0,0,Local Activity,40,38,0,16,2.1972245773362196,38.07806664730861
13968,Local Activity,13,26489464,695662,86.0999984741211,98.19999694824219,53027,146,112,6,0,0,0,Local Activity,45,36,1,11,2.302585092994046,38.07806664730861
13969,Local Activity,13,26489464,695662,86.0999984741211,98.19999694824219,51406,146,112,6,0,0,0,Local Activity,45,36,1,11,2.302585092994046,38.07806664730861
13970,Local Activity,14,26489464,695662,86.0999984741211,98.19999694824219,53027,170,90,4,0,0,0,Local Activity,48,34,2,8,2.3978952727983707,38.07806664730861
13971,Local Activity,14,26489464,695662,86.0999984741211,98.19999694824219,51406,170,90,4,0,0,0,Local Activity,48,34,2,8,2.3978952727983707,38.07806664730861
13972,Local Activity,15,26489464,695662,86.0999984741211,98.19999694824219,53027,140,40,3,0,0,0,Local Activity,49,31,3,7,2.5649493574615367,38.07806664730861
13973,Local Activity,15,26489464,695662,86.0999984741211,98.19999694824219,51406,140,40,3,0,0,0,Local Activity,49,31,3,7,2.5649493574615367,38.07806664730861
13974,Sporadic,16,26489464,695662,86.0999984741211,98.19999694824219,53027,150,18,4,0,0,0,Local Activity,50,28,6,6,2.5649493574615367,38.07806664730861
13975,Sporadic,16,26489464,695662,86.0999984741211,98.19999694824219,51406,150,18,4,0,0,0,Sporadic,50,28,6,6,2.5649493574615367,38.07806664730861
13976,Sporadic,17,26489464,695662,86.0999984741211,98.19999694824219,53027,137,24,5,0,0,0,Sporadic,54,26,8,5,2.302585092994046,38.07806664730861
13977,Sporadic,17,26489464,695662,86.0999984741211,98.19999694824219,51406,137,24,5,0,0,0,Sporadic,54,26,8,5,2.302585092994046,38.07806664730861
13978,Local Activity,18,26489464,695662,86.0999984741211,98.19999694824219,53027,111,9,5,0,0,0,Sporadic,61,21,8,4,2.1972245773362196,38.07806664730861
13979,Local Activity,18,26489464,695662,86.0999984741211,98.19999694824219,51406,111,9,5,0,0,0,Local Activity,61,21,8,4,2.1972245773362196,38.07806664730861
13980,Sporadic,19,26489464,695662,86.0999984741211,98.19999694824219,53027,84,7,4,0,0,0,Local Activity,73,10,8,4,2.0794415416798357,38.07806664730861
13981,Sporadic,19,26489464,695662,86.0999984741211,98.19999694824219,51406,84,7,4,0,0,0,Sporadic,73,10,8,4,2.0794415416798357,38.07806664730861
13982,Sporadic,20,26489464,695662,86.0999984741211,98.19999694824219,53027,92,6,7,0,0,0,Sporadic,77,10,9,7,1.791759469228055,38.07806664730861
13983,Sporadic,20,26489464,695662,86.0999984741211,98.19999694824219,51406,92,6,7,0,0,0,Sporadic,77,10,9,7,1.791759469228055,38.07806664730861
13984,Sporadic,41,26977142,695662,86.0999984741211,98.19999694824219,53875,107,5,0,0,0,0,Sporadic,29,3,19,0,0.0,38.77909387029908
13985,Local Activity,42,26977142,695662,86.0999984741211,98.19999694824219,53875,189,5,2,1,0,0,Sporadic,37,4,10,0,0.0,38.77909387029908
13986,Local Activity,43,26977142,695662,86.0999984741211,98.19999694824219,53875,186,5,0,0,0,0,Local Activity,36,5,10,0,0.0,38.77909387029908
13987,Local Activity,44,26977142,695662,86.0999984741211,98.19999694824219,53875,250,3,3,0,0,0,Local Activity,32,8,10,1,0.0,38.77909387029908
13988,Local Activity,45,26977142,695662,86.0999984741211,98.19999694824219,53875,420,6,5,0,0,0,Local Activity,41,3,5,2,0.0,38.77909387029908
13989,Regional,46,26977142,695662,86.0999984741211,98.19999694824219,53875,498,8,9,0,0,0,Local Activity,32,13,3,3,0.0,38.77909387029908
13990,Regional,47,26977142,695662,86.0999984741211,98.19999694824219,53875,781,5,12,0,0,0,Regional,24,21,1,5,0.0,38.77909387029908
13991,Regional,48,26977142,695662,86.0999984741211,98.19999694824219,53875,1102,4,10,0,0,0,Regional,18,20,2,9,1.0986122886681098,38.77909387029908
13992,Widespread,49,26977142,695662,86.0999984741211,98.19999694824219,53875,1934,7,6,0,0,0,Regional,12,19,0,14,1.9459101490553132,38.77909387029908
13993,Widespread,50,26977142,695662,86.0999984741211,98.19999694824219,53875,2840,4,22,0,0,0,Widespread,5,7,0,25,2.70805020110221,38.77909387029908
13994,Widespread,51,26977142,695662,86.0999984741211,98.19999694824219,53875,3347,2,36,0,0,0,Widespread,2,6,0,14,3.4011973816621555,38.77909387029908
13995,Widespread,52,26977142,695662,86.0999984741211,98.19999694824219,53875,3637,3,25,0,0,0,Widespread,2,2,0,11,3.6109179126442243,38.77909387029908
13996,Widespread,53,26977142,695662,86.0999984741211,98.19999694824219,53875,3282,0,34,0,0,0,Widespread,1,1,0,6,3.784189633918261,38.77909387029908
13997,Widespread,1,26977142,695662,86.0999984741211,98.19999694824219,53875,2952,7,22,0,0,0,Widespread,0,2,0,3,3.8501476017100584,38.77909387029908
13998,Widespread,2,26977142,695662,86.0999984741211,98.19999694824219,53875,2566,4,20,0,0,0,Widespread,0,2,0,3,3.8501476017100584,38.77909387029908
13999,Widespread,3,26977142,695662,86.0999984741211,98.19999694824219,53875,2240,1,31,0,0,0,Widespread,0,2,0,5,3.8066624897703196,38.77909387029908
14000,Regional,4,26977142,695662,86.0999984741211,98.19999694824219,53875,2013,5,10,0,0,0,Widespread,0,2,0,5,3.8066624897703196,38.77909387029908
14001,Regional,5,26977142,695662,86.0999984741211,98.19999694824219,53875,1596,5,9,0,0,0,Regional,0,2,0,9,3.713572066704308,38.77909387029908
14002,Regional,6,26977142,695662,86.0999984741211,98.19999694824219,53875,942,2,12,0,0,0,Regional,0,3,0,16,3.4965075614664802,38.77909387029908
14003,Regional,7,26977142,695662,86.0999984741211,98.19999694824219,53875,662,3,5,0,0,0,Regional,0,6,0,15,3.4339872044851463,38.77909387029908
14004,Regional,8,26977142,695662,86.0999984741211,98.19999694824219,53875,541,10,7,0,0,0,Regional,0,6,0,25,3.044522437723423,38.77909387029908
14005,Regional,9,26977142,695662,86.0999984741211,98.19999694824219,53875,409,1,5,0,0,0,Regional,2,7,0,30,2.5649493574615367,38.77909387029908
14006,Regional,10,26977142,695662,86.0999984741211,98.19999694824219,53875,260,6,5,0,0,0,Regional,2,10,0,30,2.302585092994046,38.77909387029908
14007,Regional,11,26977142,695662,86.0999984741211,98.19999694824219,53875,228,1,8,0,0,0,Regional,2,13,0,29,2.0794415416798357,38.77909387029908
14008,Regional,12,26977142,695662,86.0999984741211,98.19999694824219,53875,142,3,0,0,0,0,Regional,1,16,0,27,2.0794415416798357,38.77909387029908
14009,Local Activity,13,26977142,695662,86.0999984741211,98.19999694824219,53875,99,3,4,0,0,0,Regional,5,22,0,20,1.6094379124341003,38.77909387029908
14010,Local Activity,14,26977142,695662,86.0999984741211,98.19999694824219,53875,53,6,0,0,0,0,Local Activity,7,23,0,17,1.6094379124341003,38.77909387029908
14011,Local Activity,15,26977142,695662,86.0999984741211,98.19999694824219,53875,44,8,2,0,0,0,Local Activity,14,20,0,14,1.3862943611198906,38.77909387029908
14012,Sporadic,16,26977142,695662,86.0999984741211,98.19999694824219,53875,29,2,1,0,0,0,Local Activity,18,18,2,10,1.3862943611198906,38.77909387029908
14013,Sporadic,17,26977142,695662,86.0999984741211,98.19999694824219,53875,13,1,2,0,0,0,Sporadic,22,14,3,9,1.3862943611198906,38.77909387029908
14014,Sporadic,18,26977142,695662,86.0999984741211,98.19999694824219,53875,6,1,0,0,0,0,Sporadic,27,12,3,7,1.0986122886681098,38.77909387029908
14015,Sporadic,19,26977142,695662,86.0999984741211,98.19999694824219,53875,9,2,1,0,0,0,Sporadic,28,12,6,2,1.3862943611198906,38.77909387029908
14016,Local Activity,20,26977142,695662,86.0999984741211,98.19999694824219,53875,14,1,0,0,0,0,Sporadic,32,9,8,1,0.6931471805599453,38.77909387029908
14017,Sporadic,41,27486814,695662,86.0999984741211,98.19999694824219,56473,41,5,2,0,0,0,Sporadic,27,1,22,1,0.0,39.511737021714566
14018,Sporadic,42,27486814,695662,86.0999984741211,98.19999694824219,56473,43,10,1,0,0,0,Sporadic,29,4,18,0,0.0,39.511737021714566
14019,Sporadic,43,27486814,695662,86.0999984741211,98.19999694824219,56473,30,9,4,0,0,0,Sporadic,34,6,10,1,0.0,39.511737021714566
14020,Sporadic,44,27486814,695662,86.0999984741211,98.19999694824219,56473,23,4,4,0,0,0,Sporadic,40,2,9,0,0.0,39.511737021714566
14021,Sporadic,45,27486814,695662,86.0999984741211,98.19999694824219,56473,26,9,1,0,0,0,Sporadic,41,4,6,0,0.0,39.511737021714566
14022,Sporadic,46,27486814,695662,86.0999984741211,98.19999694824219,56473,38,17,1,0,0,0,Sporadic,40,4,7,0,0.0,39.511737021714566
14023,Sporadic,47,27486814,695662,86.0999984741211,98.19999694824219,56473,20,15,0,0,0,0,Sporadic,39,5,7,0,0.0,39.511737021714566
14024,Local Activity,48,27486814,695662,86.0999984741211,98.19999694824219,56473,33,26,2,0,0,0,Sporadic,39,7,5,0,0.0,39.511737021714566
14025,Local Activity,49,27486814,695662,86.0999984741211,98.19999694824219,56473,35,35,3,0,0,0,Local Activity,37,10,4,0,0.0,39.511737021714566
14026,Local Activity,50,27486814,695662,86.0999984741211,98.19999694824219,56473,36,64,0,0,0,0,Local Activity,34,12,3,2,0.0,39.511737021714566
14027,Local Activity,51,27486814,695662,86.0999984741211,98.19999694824219,56473,29,80,1,0,0,0,Local Activity,28,14,4,5,0.0,39.511737021714566
14028,Local Activity,52,27486814,695662,86.0999984741211,98.19999694824219,56473,37,131,1,0,0,0,Local Activity,29,12,4,5,0.6931471805599453,39.511737021714566
14029,Local Activity,1,27486814,695662,86.0999984741211,98.19999694824219,56473,47,188,2,0,0,0,Local Activity,27,13,3,6,1.0986122886681098,39.511737021714566
14030,Local Activity,2,27486814,695662,86.0999984741211,98.19999694824219,56473,67,223,4,0,0,0,Local Activity,28,11,3,9,0.0,39.511737021714566
14031,Regional,3,27486814,695662,86.0999984741211,98.19999694824219,56473,81,320,13,0,0,0,Local Activity,24,12,2,10,1.3862943611198906,39.511737021714566
14032,Regional,4,27486814,695662,86.0999984741211,98.19999694824219,56473,139,458,14,0,0,0,Regional,21,12,0,14,1.6094379124341003,39.511737021714566
14033,Regional,5,27486814,695662,86.0999984741211,98.19999694824219,56473,147,614,10,0,0,0,Regional,12,17,1,18,1.3862943611198906,39.511737021714566
14034,Widespread,6,27486814,695662,86.0999984741211,98.19999694824219,56473,183,773,16,0,0,0,Regional,10,16,1,17,2.0794415416798357,39.511737021714566
14035,Widespread,7,27486814,695662,86.0999984741211,98.19999694824219,56473,208,1180,17,0,0,0,Widespread,3,16,0,20,2.5649493574615367,39.511737021714566
14036,Widespread,8,27486814,695662,86.0999984741211,98.19999694824219,56473,182,1528,27,0,0,0,Widespread,1,11,0,18,3.091042453358316,39.511737021714566
14037,Widespread,9,27486814,695662,86.0999984741211,98.19999694824219,56473,255,1740,32,0,0,0,Widespread,2,2,0,14,3.5263605246161616,39.511737021714566
14038,Regional,10,27486814,695662,86.0999984741211,98.19999694824219,56473,277,2066,46,0,0,0,Widespread,0,1,0,13,3.6375861597263857,39.511737021714566
14039,Regional,11,27486814,695662,86.0999984741211,98.19999694824219,56473,186,1419,23,0,0,0,Regional,0,1,0,10,3.713572066704308,39.511737021714566
14040,Regional,12,27486814,695662,86.0999984741211,98.19999694824219,56473,174,990,17,0,0,0,Regional,0,2,0,10,3.6888794541139363,39.511737021714566
14041,Regional,13,27486814,695662,86.0999984741211,98.19999694824219,56473,155,763,33,0,0,0,Regional,1,3,0,18,3.4011973816621555,39.511737021714566
14042,Local Activity,14,27486814,695662,86.0999984741211,98.19999694824219,56473,121,484,32,0,0,0,Regional,3,5,0,18,3.258096538021482,39.511737021714566
14043,Local Activity,15,27486814,695662,86.0999984741211,98.19999694824219,56473,103,347,14,0,0,0,Local Activity,3,11,0,19,2.9444389791664403,39.511737021714566
14044,Local Activity,16,27486814,695662,86.0999984741211,98.19999694824219,56473,118,255,15,0,0,0,Local Activity,4,14,0,19,2.70805020110221,39.511737021714566
14045,Local Activity,17,27486814,695662,86.0999984741211,98.19999694824219,56473,88,152,5,0,0,0,Local Activity,8,14,0,16,2.6390573296152584,39.511737021714566
14046,Local Activity,18,27486814,695662,86.0999984741211,98.19999694824219,56473,56,68,2,0,0,0,Local Activity,11,18,0,15,2.0794415416798357,39.511737021714566
14047,Local Activity,19,27486814,695662,86.0999984741211,98.19999694824219,56473,59,41,2,0,0,0,Local Activity,15,21,0,12,1.3862943611198906,39.511737021714566
14048,Sporadic,20,27486814,695662,86.0999984741211,98.19999694824219,56473,71,30,4,0,0,0,Local Activity,22,20,0,7,1.0986122886681098,39.511737021714566
14049,Sporadic,41,27937492,695662,86.0999984741211,98.19999694824219,58146,74,11,0,0,0,0,Sporadic,36,1,14,0,0.0,40.159577495967866
14050,Sporadic,42,27937492,695662,86.0999984741211,98.19999694824219,58146,106,12,2,0,0,0,Sporadic,42,1,8,0,0.0,40.159577495967866
14051,Sporadic,43,27937492,695662,86.0999984741211,98.19999694824219,58146,123,13,0,0,0,0,Sporadic,42,1,8,0,0.0,40.159577495967866
14052,Sporadic,44,27937492,695662,86.0999984741211,98.19999694824219,58146,109,11,3,0,0,0,Sporadic,40,3,8,0,0.0,40.159577495967866
14053,Sporadic,45,27937492,695662,86.0999984741211,98.19999694824219,58146,131,5,1,0,0,0,Sporadic,40,6,4,1,0.0,40.159577495967866
14054,Local Activity,46,27937492,695662,86.0999984741211,98.19999694824219,58146,163,9,2,0,0,0,Sporadic,41,5,4,1,0.0,40.159577495967866
14055,Local Activity,47,27937492,695662,86.0999984741211,98.19999694824219,58146,148,5,8,0,0,0,Local Activity,36,12,3,0,0.0,40.159577495967866
14056,Local Activity,48,27937492,695662,86.0999984741211,98.19999694824219,58146,257,11,8,0,0,0,Local Activity,37,12,1,1,0.0,40.159577495967866
14057,Local Activity,49,27937492,695662,86.0999984741211,98.19999694824219,58146,405,12,1,0,0,0,Local Activity,29,19,1,2,0.0,40.159577495967866
14058,Local Activity,50,27937492,695662,86.0999984741211,98.19999694824219,58146,641,15,3,0,0,0,Local Activity,20,23,1,7,0.0,40.159577495967866
14059,Local Activity,51,27937492,695662,86.0999984741211,98.19999694824219,58146,867,24,9,0,0,0,Local Activity,10,28,0,13,0.0,40.159577495967866
14060,Regional,52,27937492,695662,86.0999984741211,98.19999694824219,58146,1310,21,23,0,0,0,Local Activity,5,20,0,18,2.1972245773362196,40.159577495967866
14061,Regional,1,27937492,695662,86.0999984741211,98.19999694824219,58146,1477,36,6,0,0,0,Regional,0,11,0,28,2.5649493574615367,40.159577495967866
14062,Widespread,2,27937492,695662,86.0999984741211,98.19999694824219,58146,1681,35,14,0,0,0,Regional,0,9,0,21,3.091042453358316,40.159577495967866
14063,Widespread,3,27937492,695662,86.0999984741211,98.19999694824219,58146,1847,46,9,0,0,0,Widespread,0,5,0,17,3.4011973816621555,40.159577495967866
14064,Widespread,4,27937492,695662,86.0999984741211,98.19999694824219,58146,2043,34,17,0,0,0,Widespread,0,2,0,12,3.6375861597263857,40.159577495967866
14065,Widespread,5,27937492,695662,86.0999984741211,98.19999694824219,58146,2320,35,17,0,0,0,Widespread,0,2,0,9,3.713572066704308,40.159577495967866
14066,Widespread,6,27937492,695662,86.0999984741211,98.19999694824219,58146,2615,62,18,0,0,0,Widespread,0,2,0,6,3.784189633918261,40.159577495967866
14067,Widespread,7,27937492,695662,86.0999984741211,98.19999694824219,58146,2413,53,13,0,0,0,Widespread,0,1,0,4,3.8501476017100584,40.159577495967866
14068,Widespread,8,27937492,695662,86.0999984741211,98.19999694824219,58146,2196,79,9,0,0,0,Widespread,1,2,0,4,3.8066624897703196,40.159577495967866
14069,Regional,9,27937492,695662,86.0999984741211,98.19999694824219,58146,1359,49,13,0,0,0,Widespread,0,3,0,5,3.784189633918261,40.159577495967866
14070,Regional,10,27937492,695662,86.0999984741211,98.19999694824219,58146,1169,44,13,0,0,0,Regional,1,3,0,8,3.6888794541139363,40.159577495967866
14071,Regional,11,27937492,695662,86.0999984741211,98.19999694824219,58146,836,24,8,0,0,0,Regional,0,4,0,11,3.6109179126442243,40.159577495967866
14072,Regional,12,27937492,695662,86.0999984741211,98.19999694824219,58146,809,31,3,0,0,0,Regional,2,3,0,10,3.6109179126442243,40.159577495967866
14073,Regional,13,27937492,695662,86.0999984741211,98.19999694824219,58146,641,25,3,0,0,0,Regional,2,6,0,12,3.4657359027997265,40.159577495967866
14074,Local Activity,14,27937492,695662,86.0999984741211,98.19999694824219,58146,366,15,4,0,0,0,Regional,2,6,0,19,3.2188758248682006,40.159577495967866
14075,Regional,15,27937492,695662,86.0999984741211,98.19999694824219,58146,217,5,1,0,0,0,Local Activity,2,13,0,18,2.9444389791664403,40.159577495967866
14076,Regional,16,27937492,695662,86.0999984741211,98.19999694824219,58146,138,8,2,0,0,0,Regional,6,20,0,15,2.3978952727983707,40.159577495967866
14077,Local Activity,17,27937492,695662,86.0999984741211,98.19999694824219,58146,130,5,2,0,0,0,Regional,13,20,0,11,2.0794415416798357,40.159577495967866
14078,Sporadic,18,27937492,695662,86.0999984741211,98.19999694824219,58146,80,5,2,0,0,0,Local Activity,19,21,0,8,1.3862943611198906,40.159577495967866
14079,Sporadic,19,27937492,695662,86.0999984741211,98.19999694824219,58146,95,2,1,0,0,0,Sporadic,30,13,0,7,0.6931471805599453,40.159577495967866
14080,Sporadic,20,27937492,695662,86.0999984741211,98.19999694824219,58146,62,4,1,0,0,0,Sporadic,37,8,1,5,0.0,40.159577495967866
14081,Sporadic,41,28322717,695662,86.0999984741211,98.19999694824219,59295,126,12,8,0,0,0,Sporadic,39,2,10,0,0.0,40.71333061170511
14082,Local Activity,42,28322717,695662,86.0999984741211,98.19999694824219,59295,152,12,0,0,0,0,Sporadic,38,5,8,0,0.0,40.71333061170511
14083,Regional,43,28322717,695662,86.0999984741211,98.19999694824219,59295,151,24,24,0,0,0,Local Activity,34,12,4,0,0.0,40.71333061170511
14084,Regional,44,28322717,695662,86.0999984741211,98.19999694824219,59295,220,19,15,0,0,0,Regional,32,12,3,4,0.0,40.71333061170511
14085,Local Activity,45,28322717,695662,86.0999984741211,98.19999694824219,59295,274,19,1,0,0,0,Regional,32,13,0,6,0.0,40.71333061170511
14086,Local Activity,46,28322717,695662,86.0999984741211,98.19999694824219,59295,372,52,2,0,0,0,Local Activity,26,13,3,9,0.0,40.71333061170511
14087,Local Activity,47,28322717,695662,86.0999984741211,98.19999694824219,59295,458,36,0,0,0,0,Local Activity,22,20,1,6,1.0986122886681098,40.71333061170511
14088,Regional,48,28322717,695662,86.0999984741211,98.19999694824219,59295,724,59,8,1,0,0,Local Activity,13,24,0,10,1.6094379124341003,40.71333061170511
14089,Regional,49,28322717,695662,86.0999984741211,98.19999694824219,59295,974,64,2,0,0,0,Regional,8,18,0,18,2.0794415416798357,40.71333061170511
14090,Widespread,50,28322717,695662,86.0999984741211,98.19999694824219,59295,1335,122,10,0,0,0,Regional,3,10,0,26,2.5649493574615367,40.71333061170511
14091,Widespread,51,28322717,695662,86.0999984741211,98.19999694824219,59295,2160,222,15,0,0,0,Widespread,0,5,0,23,3.1780538303479458,40.71333061170511
14092,Widespread,52,28322717,695662,86.0999984741211,98.19999694824219,59295,2447,250,21,0,0,0,Widespread,0,2,0,13,3.6109179126442243,40.71333061170511
14093,Widespread,1,28322717,695662,86.0999984741211,98.19999694824219,59295,2683,290,20,0,0,0,Widespread,0,1,0,4,3.8501476017100584,40.71333061170511
14094,Widespread,2,28322717,695662,86.0999984741211,98.19999694824219,59295,2747,343,31,0,0,0,Widespread,0,1,0,1,3.912023005428146,40.71333061170511
14095,Widespread,3,28322717,695662,86.0999984741211,98.19999694824219,59295,2442,353,21,0,0,0,Widespread,0,2,0,0,3.912023005428146,40.71333061170511
14096,Widespread,4,28322717,695662,86.0999984741211,98.19999694824219,59295,2526,495,29,0,0,0,Widespread,0,2,0,0,3.912023005428146,40.71333061170511
14097,Widespread,5,28322717,695662,86.0999984741211,98.19999694824219,59295,2303,504,32,0,0,0,Widespread,0,2,0,1,3.8918202981106265,40.71333061170511
14098,Widespread,6,28322717,695662,86.0999984741211,98.19999694824219,59295,1882,492,23,0,0,0,Widespread,0,1,0,2,3.8918202981106265,40.71333061170511
14099,Widespread,7,28322717,695662,86.0999984741211,98.19999694824219,59295,1387,436,22,0,0,0,Widespread,0,2,0,1,3.8918202981106265,40.71333061170511
14100,Regional,8,28322717,695662,86.0999984741211,98.19999694824219,59295,1002,260,11,0,0,0,Widespread,0,3,0,0,3.8918202981106265,40.71333061170511
14101,Regional,9,28322717,695662,86.0999984741211,98.19999694824219,59295,543,214,6,0,0,0,Regional,0,4,0,3,3.8066624897703196,40.71333061170511
14102,Local Activity,10,28322717,695662,86.0999984741211,98.19999694824219,59295,343,130,15,0,0,0,Regional,0,5,0,12,3.5553480614894135,40.71333061170511
14103,Regional,11,28322717,695662,86.0999984741211,98.19999694824219,59295,252,154,12,0,0,0,Local Activity,1,6,0,18,3.295836866004329,40.71333061170511
14104,Local Activity,12,28322717,695662,86.0999984741211,98.19999694824219,59295,213,101,5,0,0,0,Regional,2,6,0,25,2.9444389791664403,40.71333061170511
14105,Local Activity,13,28322717,695662,86.0999984741211,98.19999694824219,59295,207,119,3,0,0,0,Local Activity,4,9,0,22,2.833213344056216,40.71333061170511
14106,Sporadic,14,28322717,695662,86.0999984741211,98.19999694824219,59295,154,96,4,0,0,0,Local Activity,3,11,0,26,2.4849066497880004,40.71333061170511
14107,Sporadic,15,28322717,695662,86.0999984741211,98.19999694824219,59295,98,95,0,0,0,0,Sporadic,5,17,0,22,2.0794415416798357,40.71333061170511
14108,Sporadic,16,28322717,695662,86.0999984741211,98.19999694824219,59295,81,43,0,0,0,0,Sporadic,7,21,2,16,1.791759469228055,40.71333061170511
14109,Sporadic,17,28322717,695662,86.0999984741211,98.19999694824219,59295,52,42,0,0,0,0,Sporadic,11,25,2,9,1.6094379124341003,40.71333061170511
14110,Sporadic,18,28322717,695662,86.0999984741211,98.19999694824219,59295,27,32,2,0,0,0,Sporadic,15,24,2,7,1.3862943611198906,40.71333061170511
14111,Sporadic,19,28322717,695662,86.0999984741211,98.19999694824219,59295,20,13,0,0,0,0,Sporadic,26,16,2,4,1.3862943611198906,40.71333061170511
14112,Sporadic,20,28322717,695662,86.0999984741211,98.19999694824219,59295,10,16,0,0,0,0,Sporadic,34,9,3,3,1.0986122886681098,40.71333061170511
14113,Widespread,41,2723421,219882,75.4000015258789,96.80000305175781,58491,5,1877,34,0,8,4,Widespread,0,2,0,8,3.7376696182833684,12.385829672278767
14114,Widespread,42,2723421,219882,75.4000015258789,96.80000305175781,58491,1,2216,57,0,9,3,Widespread,0,2,0,3,3.8501476017100584,12.385829672278767
14115,Widespread,43,2723421,219882,75.4000015258789,96.80000305175781,58491,6,2387,57,0,24,2,Widespread,0,1,0,2,3.8918202981106265,12.385829672278767
14116,Widespread,44,2723421,219882,75.4000015258789,96.80000305175781,58491,4,3210,79,0,24,8,Widespread,0,1,0,2,3.8918202981106265,12.385829672278767
14117,Widespread,45,2723421,219882,75.4000015258789,96.80000305175781,58491,2,5108,160,0,18,1,Widespread,0,1,0,4,3.8501476017100584,12.385829672278767
14118,Widespread,46,2723421,219882,75.4000015258789,96.80000305175781,58491,0,6433,279,0,18,0,Widespread,0,1,0,7,3.784189633918261,12.385829672278767
14119,Widespread,47,2723421,219882,75.4000015258789,96.80000305175781,58491,4,7284,327,0,27,3,Widespread,0,2,0,17,3.4965075614664802,12.385829672278767
14120,Regional,48,2723421,219882,75.4000015258789,96.80000305175781,58491,2,5770,293,0,37,1,Widespread,2,7,0,17,3.258096538021482,12.385829672278767
14121,Regional,49,2723421,219882,75.4000015258789,96.80000305175781,58491,2,4510,193,0,21,2,Regional,4,8,0,25,2.70805020110221,12.385829672278767
14122,Regional,50,2723421,219882,75.4000015258789,96.80000305175781,58491,1,3593,111,0,21,2,Regional,8,12,0,20,2.4849066497880004,12.385829672278767
14123,Local Activity,51,2723421,219882,75.4000015258789,96.80000305175781,58491,0,2208,61,0,21,1,Regional,11,14,1,18,2.0794415416798357,12.385829672278767
14124,Local Activity,52,2723421,219882,75.4000015258789,96.80000305175781,58491,2,1140,44,0,9,1,Local Activity,13,20,1,13,1.6094379124341003,12.385829672278767
14125,Sporadic,1,2723421,219882,75.4000015258789,96.80000305175781,58491,1,225,9,0,3,0,Local Activity,19,18,1,12,0.6931471805599453,12.385829672278767
